record_id,store_id,year,month,month_name,quarter,category,subcategory,sales_amount,cost_of_goods,gross_profit,gross_margin_pct,staff_cost,rent_cost,utilities_cost,marketing_cost,other_operating_cost,total_operating_cost,net_profit,net_margin_pct,customer_count,avg_basket_value,total_items_sold,avg_items_per_transaction,inventory_turnover_ratio,customer_satisfaction_score
1800,ST_0015,2024,8,August,Q3,Fashion,Footwear,76958.21,49969.2,26989.0,35.07,167867.28,33652.22,3342.85,1550.21,0,12489.51,14499.49,18.84,17,4411,74,4.37,13.96,4.8
1801,ST_0016,2023,1,January,Q1,Groceries,Dal & Pulses,395891.59,343003.1,52888.49,13.36,1271818.8,253218.35,10772.3,11484.97,0,52996.9,-108.41,-0.03,302,1310,1242,4.12,12.5,4.7
1802,ST_0016,2023,1,January,Q1,Fresh Produce,Fruits,282779.71,225788.56,56991.15,20.15,765099.0,180870.25,11249.0,8821.65,0,48800.98,8190.17,2.9,316,893,845,2.68,9.03,4.1
1803,ST_0016,2023,1,January,Q1,Personal Care,Bath & Body,169667.82,102343.39,67324.44,39.68,522482.4,108522.15,4782.3,3746.74,0,24136.72,43187.72,25.45,121,1395,482,3.98,13.48,4.0
1804,ST_0016,2023,1,January,Q1,Home Care,Paper Products,113111.88,82631.53,30480.35,26.95,375796.8,72348.1,2043.9,2849.85,0,15115.73,15364.62,13.58,83,1348,270,3.26,12.92,4.6
1805,ST_0016,2023,1,January,Q1,Electronics,Home Appliances,90489.51,73044.36,17445.14,19.28,278527.68,57878.48,2423.6,2971.85,0,14919.56,2525.58,2.79,16,5561,56,3.52,14.85,4.6
1806,ST_0016,2023,1,January,Q1,Fashion,Accessories,79178.32,40469.28,38709.04,48.89,242441.64,50643.67,2730.28,1670.31,0,13584.26,25124.78,31.73,13,5947,53,4.13,10.89,4.3
1807,ST_0016,2023,2,February,Q1,Groceries,Tea & Coffee,416545.06,380076.35,36468.7,8.76,1246266.0,253218.35,7873.6,7149.36,0,65646.36,-29177.65,-7.0,299,1392,794,2.66,11.55,4.3
1808,ST_0016,2023,2,February,Q1,Fresh Produce,Fruits,297532.18,226691.15,70841.03,23.81,826821.0,180870.25,7953.25,9363.95,0,40717.03,30124.0,10.12,336,884,1197,3.56,12.87,4.1
1809,ST_0016,2023,2,February,Q1,Personal Care,Skin Care,178519.31,130125.95,48393.36,27.11,410799.6,108522.15,6442.5,6128.52,0,23194.05,25199.31,14.12,94,1883,414,4.4,12.69,4.1
1810,ST_0016,2023,2,February,Q1,Home Care,Detergents,119012.87,89673.31,29339.56,24.65,336366.0,72348.1,3951.5,3699.96,0,15178.75,14160.81,11.9,84,1402,285,3.4,13.89,4.1
1811,ST_0016,2023,2,February,Q1,Electronics,Kitchen Appliances,95210.3,83507.61,11702.69,12.29,231672.96,57878.48,2265.44,2085.1,0,12966.8,-1264.11,-1.33,35,2695,141,4.04,11.43,4.7
1812,ST_0016,2023,2,February,Q1,Fashion,Accessories,83309.01,48738.83,34570.19,41.5,193407.48,50643.67,2292.92,1572.58,0,10069.56,24500.62,29.41,25,3309,74,2.99,14.81,4.3
1813,ST_0016,2023,3,March,Q1,Groceries,Rice & Grains,275496.37,235473.51,40022.86,14.53,1310563.8,253218.35,15639.05,4429.27,0,48967.43,-8944.57,-3.25,201,1368,854,4.25,12.32,4.4
1814,ST_0016,2023,3,March,Q1,Fresh Produce,Dairy Products,196783.12,141360.17,55422.96,28.16,702243.0,180870.25,7296.75,4419.03,0,33010.62,22412.33,11.39,138,1419,349,2.53,12.82,4.2
1815,ST_0016,2023,3,March,Q1,Personal Care,Oral Care,118069.87,78930.05,39139.82,33.15,481091.4,108522.15,7215.45,1986.34,0,18633.53,20506.29,17.37,77,1525,311,4.05,10.06,4.1
1816,ST_0016,2023,3,March,Q1,Home Care,Paper Products,78713.25,60395.07,18318.18,23.27,313804.8,72348.1,3627.5,2516.67,0,11746.19,6571.99,8.35,51,1515,130,2.56,13.87,4.7
1817,ST_0016,2023,3,March,Q1,Electronics,Mobile Accessories,62970.6,50331.99,12638.61,20.07,225875.52,57878.48,1750.56,1336.1,0,10089.31,2549.3,4.05,13,4602,49,3.82,8.91,4.0
1818,ST_0016,2023,3,March,Q1,Fashion,Footwear,55099.27,30658.18,24441.1,44.36,246130.92,50643.67,3015.46,992.37,0,7543.13,16897.97,30.67,9,5553,26,2.96,11.51,4.0
1819,ST_0016,2023,4,April,Q2,Groceries,Spices,671417.37,614748.93,56668.44,8.44,1276128.0,253218.35,16286.9,12233.95,0,108396.86,-51728.42,-7.7,641,1047,2402,3.75,14.77,4.0
1820,ST_0016,2023,4,April,Q2,Fresh Produce,Fruits,479583.84,343633.71,135950.13,28.35,685125.0,180870.25,11859.75,15281.69,0,78160.85,57789.28,12.05,670,715,2556,3.82,13.74,4.4
1821,ST_0016,2023,4,April,Q2,Personal Care,Oral Care,287750.3,204469.38,83280.92,28.94,407446.2,108522.15,5835.45,6056.67,0,42510.57,40770.35,14.17,265,1085,1071,4.04,9.63,4.2
1822,ST_0016,2023,4,April,Q2,Home Care,Paper Products,191833.53,155111.1,36722.43,19.14,319032.0,72348.1,3622.0,4451.98,0,31202.14,5520.29,2.88,100,1916,307,3.07,9.5,4.3
1823,ST_0016,2023,4,April,Q2,Electronics,Mobile Accessories,153466.83,126599.45,26867.38,17.51,226618.56,57878.48,2578.08,3209.15,0,18611.12,8256.26,5.38,45,3402,138,3.07,10.2,4.1
1824,ST_0016,2023,4,April,Q2,Fashion,Clothing,134283.47,80523.89,53759.59,40.03,209774.88,50643.67,2982.21,3582.48,0,23496.23,30263.36,22.54,30,4427,108,3.62,9.06,3.9
1825,ST_0016,2023,5,May,Q2,Groceries,Dal & Pulses,508940.4,456294.15,52646.25,10.34,1090530.0,253218.35,14387.1,10040.86,0,85078.86,-32432.6,-6.37,418,1217,1653,3.95,11.98,4.0
1826,ST_0016,2023,5,May,Q2,Fresh Produce,Dairy Products,363528.86,259827.3,103701.56,28.53,887166.0,180870.25,9232.25,12608.66,0,47971.6,55729.96,15.33,253,1434,993,3.93,9.74,4.1
1827,ST_0016,2023,5,May,Q2,Personal Care,Oral Care,218117.32,131704.34,86412.97,39.62,483618.6,108522.15,6841.2,4562.06,0,29007.62,57405.35,26.32,179,1212,551,3.08,14.9,4.4
1828,ST_0016,2023,5,May,Q2,Home Care,Paper Products,145411.54,110013.91,35397.63,24.34,324993.6,72348.1,4370.3,4943.93,0,18285.28,17112.35,11.77,111,1300,392,3.53,13.07,3.9
1829,ST_0016,2023,5,May,Q2,Electronics,Kitchen Appliances,116329.23,96999.05,19330.19,16.62,230584.32,57878.48,1728.56,2121.57,0,20317.64,-987.45,-0.85,23,5017,94,4.11,12.25,4.6
1830,ST_0016,2023,5,May,Q2,Fashion,Footwear,101788.08,66011.28,35776.8,35.15,234972.36,50643.67,3428.95,3222.14,0,14541.63,21235.17,20.86,26,3806,101,3.9,14.29,4.2
1831,ST_0016,2023,6,June,Q2,Groceries,Rice & Grains,426502.31,369454.81,57047.5,13.38,1129879.8,253218.35,11463.9,10416.31,0,58748.69,-1701.19,-0.4,366,1164,1301,3.56,9.09,4.0
1832,ST_0016,2023,6,June,Q2,Fresh Produce,Meat & Fish,304644.5,233202.48,71442.02,23.45,841104.0,180870.25,10279.5,5562.86,0,47488.84,23953.18,7.86,304,1000,816,2.69,10.76,4.5
1833,ST_0016,2023,6,June,Q2,Personal Care,Skin Care,182786.7,126448.3,56338.4,30.82,472813.2,108522.15,5816.25,5489.72,0,29199.89,27138.51,14.85,96,1894,275,2.87,11.39,4.0
1834,ST_0016,2023,6,June,Q2,Home Care,Cleaning Supplies,121857.8,97539.73,24318.07,19.96,272397.6,72348.1,2700.5,3801.06,0,16063.77,8254.3,6.77,85,1423,361,4.25,9.9,4.6
1835,ST_0016,2023,6,June,Q2,Electronics,Home Appliances,97486.24,79779.59,17706.65,18.16,257921.28,57878.48,3782.4,3086.32,0,15383.97,2322.68,2.38,26,3641,100,3.85,11.28,4.1
1836,ST_0016,2023,6,June,Q2,Fashion,Footwear,85300.46,54428.14,30872.32,36.19,234480.96,50643.67,2337.09,1451.87,0,14255.46,16616.86,19.48,29,2939,102,3.55,10.06,4.3
1837,ST_0016,2023,7,July,Q3,Groceries,Oil & Ghee,230886.89,205315.45,25571.44,11.08,1284141.6,253218.35,12887.7,6106.26,0,28444.41,-2872.97,-1.24,163,1410,421,2.59,13.51,4.0
1838,ST_0016,2023,7,July,Q3,Fresh Produce,Vegetables,164919.21,128205.97,36713.24,22.26,863514.0,180870.25,10340.5,3076.61,0,25847.26,10865.98,6.59,199,826,602,3.03,12.78,3.9
1839,ST_0016,2023,7,July,Q3,Personal Care,Skin Care,98951.53,70332.26,28619.26,28.92,459529.2,108522.15,5638.2,3254.49,0,12861.46,15757.8,15.92,63,1551,249,3.96,10.46,3.8
1840,ST_0016,2023,7,July,Q3,Home Care,Cleaning Supplies,65967.68,52165.83,13801.86,20.92,338266.8,72348.1,4671.5,1946.33,0,8177.33,5624.53,8.53,76,865,231,3.05,11.95,4.7
1841,ST_0016,2023,7,July,Q3,Electronics,Home Appliances,52774.15,43887.09,8887.05,16.84,259597.44,57878.48,2806.4,1396.28,0,7089.15,1797.9,3.41,9,5778,29,3.3,14.49,4.6
1842,ST_0016,2023,7,July,Q3,Fashion,Clothing,46177.38,29903.86,16273.52,35.24,221538.24,50643.67,2545.83,1201.38,0,5554.42,10719.1,23.21,9,4826,32,3.65,9.53,4.2
1843,ST_0016,2023,8,August,Q3,Groceries,Spices,325687.59,290303.9,35383.69,10.86,1068643.8,253218.35,14406.35,6109.1,0,39305.63,-3921.94,-1.2,459,709,1551,3.38,8.85,4.6
1844,ST_0016,2023,8,August,Q3,Fresh Produce,Meat & Fish,232633.99,181172.49,51461.51,22.12,892917.0,180870.25,7150.75,7195.97,0,34133.92,17327.59,7.45,173,1342,461,2.67,8.98,4.7
1845,ST_0016,2023,8,August,Q3,Personal Care,Hair Care,139580.4,91323.74,48256.66,34.57,522903.6,108522.15,5871.75,3038.71,0,25064.19,23192.46,16.62,72,1936,308,4.28,13.02,4.6
1846,ST_0016,2023,8,August,Q3,Home Care,Paper Products,93053.6,74058.47,18995.13,20.41,305726.4,72348.1,3402.5,3241.51,0,15192.69,3802.44,4.09,62,1494,205,3.31,12.53,4.7
1847,ST_0016,2023,8,August,Q3,Electronics,Kitchen Appliances,74442.88,63392.81,11050.07,14.84,218341.44,57878.48,2427.2,2132.9,0,8954.54,2095.52,2.81,18,4066,63,3.56,9.8,4.7
1848,ST_0016,2023,8,August,Q3,Fashion,Clothing,65137.52,39945.15,25192.37,38.68,247151.52,50643.67,2432.08,1147.1,0,10445.1,14747.27,22.64,14,4556,41,2.95,14.16,4.1
1849,ST_0016,2023,9,September,Q3,Groceries,Tea & Coffee,438098.63,392446.64,45651.99,10.42,997542.0,253218.35,8679.3,7349.66,0,69077.37,-23425.38,-5.35,563,778,2205,3.92,14.36,4.6
1850,ST_0016,2023,9,September,Q3,Fresh Produce,Dairy Products,312927.59,242202.21,70725.39,22.6,769014.0,180870.25,8682.25,5774.95,0,56103.15,14622.24,4.67,260,1203,684,2.63,10.75,3.9
1851,ST_0016,2023,9,September,Q3,Personal Care,Hair Care,187756.56,128712.36,59044.2,31.45,496497.6,108522.15,6092.4,5864.54,0,28251.69,30792.51,16.4,144,1297,440,3.06,12.52,4.3
1852,ST_0016,2023,9,September,Q3,Home Care,Detergents,125171.04,94904.21,30266.82,24.18,303145.2,72348.1,3787.0,2183.87,0,18970.35,11296.47,9.02,78,1595,273,3.51,12.72,4.6
1853,ST_0016,2023,9,September,Q3,Electronics,Kitchen Appliances,100136.83,86589.48,13547.35,13.53,289491.84,57878.48,2261.04,2472.34,0,15106.62,-1559.28,-1.56,24,4024,74,3.08,8.17,4.8
1854,ST_0016,2023,9,September,Q3,Fashion,Clothing,87619.73,53807.32,33812.4,38.59,191101.68,50643.67,2995.37,1614.63,0,11661.64,22150.77,25.28,19,4419,75,3.96,14.1,3.9
1855,ST_0016,2023,10,October,Q4,Groceries,Oil & Ghee,761110.94,694361.15,66749.79,8.77,1300093.2,253218.35,10808.7,20865.07,0,111409.29,-44659.5,-5.87,754,1009,2910,3.86,9.59,4.5
1856,ST_0016,2023,10,October,Q4,Fresh Produce,Meat & Fish,543650.67,396728.69,146921.99,27.03,926694.0,180870.25,8049.25,14459.87,0,74334.05,72587.93,13.35,379,1431,1540,4.07,13.13,4.2
1857,ST_0016,2023,10,October,Q4,Personal Care,Oral Care,326190.4,211500.22,114690.19,35.16,429559.2,108522.15,4818.45,5240.91,0,54956.55,59733.63,18.31,314,1037,1198,3.82,12.96,4.5
1858,ST_0016,2023,10,October,Q4,Home Care,Detergents,217460.27,159428.69,58031.58,26.69,314755.2,72348.1,4465.8,4887.67,0,32507.92,25523.66,11.74,136,1591,465,3.43,13.26,4.2
1859,ST_0016,2023,10,October,Q4,Electronics,Mobile Accessories,173968.21,143342.68,30625.53,17.6,224052.48,57878.48,3627.28,4378.45,0,31269.09,-643.56,-0.37,34,5053,94,2.78,11.24,4.6
1860,ST_0016,2023,10,October,Q4,Fashion,Footwear,152222.19,98400.59,53821.6,35.36,262067.4,50643.67,2983.4,4791.93,0,18650.24,35171.37,23.11,52,2907,169,3.27,12.85,4.1
1861,ST_0016,2023,11,November,Q4,Groceries,Rice & Grains,495771.2,441489.23,54281.97,10.95,956642.4,253218.35,13331.85,8940.16,0,82940.77,-28658.8,-5.78,399,1240,1658,4.16,11.66,4.6
1862,ST_0016,2023,11,November,Q4,Fresh Produce,Fruits,354122.29,282285.09,71837.19,20.29,749817.0,180870.25,10390.25,7981.74,0,51647.44,20189.75,5.7,346,1022,1289,3.73,12.21,3.8
1863,ST_0016,2023,11,November,Q4,Personal Care,Oral Care,212473.37,134148.71,78324.66,36.86,546798.6,108522.15,6769.65,3804.0,0,32764.65,45560.01,21.44,259,818,742,2.87,10.06,3.9
1864,ST_0016,2023,11,November,Q4,Home Care,Paper Products,141648.91,106458.46,35190.46,24.84,277462.8,72348.1,2973.0,4639.93,0,23324.33,11866.13,8.38,141,999,408,2.9,9.23,4.7
1865,ST_0016,2023,11,November,Q4,Electronics,Kitchen Appliances,113319.13,92913.18,20405.96,18.01,249834.24,57878.48,2666.08,2384.53,0,18633.83,1772.12,1.56,26,4287,105,4.07,9.0,3.8
1866,ST_0016,2023,11,November,Q4,Fashion,Clothing,99154.24,49567.06,49587.18,50.01,221122.44,50643.67,3100.93,1754.62,0,12196.52,37390.66,37.71,25,3928,81,3.27,9.16,4.1
1867,ST_0016,2023,12,December,Q4,Groceries,Oil & Ghee,378112.91,336678.35,41434.57,10.96,962425.8,253218.35,9327.85,7340.71,0,58735.13,-17300.56,-4.58,276,1369,1027,3.72,10.37,3.8
1868,ST_0016,2023,12,December,Q4,Fresh Produce,Fruits,270080.65,192371.5,77709.15,28.77,759159.0,180870.25,11480.5,7206.81,0,40164.09,37545.06,13.9,253,1065,710,2.81,8.52,4.3
1869,ST_0016,2023,12,December,Q4,Personal Care,Hair Care,162048.39,119149.91,42898.48,26.47,446180.4,108522.15,5735.85,4454.39,0,28517.95,14380.53,8.87,92,1758,382,4.15,11.02,4.0
1870,ST_0016,2023,12,December,Q4,Home Care,Detergents,108032.26,87355.54,20676.72,19.14,297464.4,72348.1,2450.4,3354.94,0,15372.14,5304.58,4.91,58,1856,238,4.1,13.82,4.1
1871,ST_0016,2023,12,December,Q4,Electronics,Kitchen Appliances,86425.81,70767.08,15658.73,18.12,244805.76,57878.48,2911.2,1386.98,0,12871.76,2786.96,3.22,25,3426,82,3.31,9.8,4.6
1872,ST_0016,2023,12,December,Q4,Fashion,Footwear,75622.58,43486.57,32136.01,42.5,252662.76,50643.67,3207.47,2259.59,0,12096.28,20039.73,26.5,20,3644,54,2.73,12.36,4.8
1873,ST_0016,2024,1,January,Q1,Groceries,Rice & Grains,392699.3,333973.17,58726.13,14.95,1294045.2,253218.35,8025.15,13696.19,0,49202.17,9523.96,2.43,553,710,2012,3.64,11.78,4.3
1874,ST_0016,2024,1,January,Q1,Fresh Produce,Vegetables,280499.5,205477.52,75021.98,26.75,722790.0,180870.25,8248.25,4290.03,0,37412.11,37609.86,13.41,257,1089,1017,3.96,10.59,3.9
1875,ST_0016,2024,1,January,Q1,Personal Care,Oral Care,168299.7,111309.19,56990.51,33.86,529189.2,108522.15,5517.3,3213.0,0,29385.84,27604.67,16.4,179,937,754,4.21,12.11,4.4
1876,ST_0016,2024,1,January,Q1,Home Care,Cleaning Supplies,112199.8,86968.36,25231.43,22.49,301665.6,72348.1,2318.8,2257.45,0,18726.58,6504.85,5.8,110,1018,307,2.8,12.21,4.2
1877,ST_0016,2024,1,January,Q1,Electronics,Kitchen Appliances,89759.84,71718.02,18041.81,20.1,291712.32,57878.48,3650.4,2918.34,0,11424.6,6617.22,7.37,34,2580,107,3.17,14.56,3.8
1878,ST_0016,2024,1,January,Q1,Fashion,Footwear,78539.86,39779.32,38760.54,49.35,222195.96,50643.67,2192.12,2366.5,0,13429.77,25330.76,32.25,14,5368,46,3.32,14.51,4.7
1879,ST_0016,2024,2,February,Q1,Groceries,Spices,434650.8,397275.93,37374.88,8.6,1322697.6,253218.35,12522.65,10806.68,0,74737.98,-37363.11,-8.6,522,832,1376,2.64,8.99,3.9
1880,ST_0016,2024,2,February,Q1,Fresh Produce,Meat & Fish,310464.86,222243.66,88221.2,28.42,939141.0,180870.25,11501.75,6800.6,0,55181.67,33039.54,10.64,225,1377,774,3.44,8.86,4.6
1881,ST_0016,2024,2,February,Q1,Personal Care,Oral Care,186278.92,114000.37,72278.54,38.8,408985.2,108522.15,3436.2,2922.91,0,28188.25,44090.29,23.67,107,1734,389,3.64,14.61,4.2
1882,ST_0016,2024,2,February,Q1,Home Care,Detergents,124185.94,96323.5,27862.44,22.44,318621.6,72348.1,4467.1,3852.24,0,17727.58,10134.86,8.16,96,1286,346,3.61,10.56,4.2
1883,ST_0016,2024,2,February,Q1,Electronics,Home Appliances,99348.75,82972.66,16376.1,16.48,279288.0,57878.48,2009.92,1686.86,0,14501.5,1874.6,1.89,33,2931,89,2.7,9.03,4.5
1884,ST_0016,2024,2,February,Q1,Fashion,Clothing,86930.16,48947.53,37982.63,43.69,263322.36,50643.67,2628.5,2801.94,0,10499.96,27482.67,31.61,15,5754,40,2.69,12.68,4.8
1885,ST_0016,2024,3,March,Q1,Groceries,Rice & Grains,525592.61,473902.0,51690.62,9.83,969570.0,253218.35,10832.15,10655.92,0,75566.67,-23876.05,-4.54,723,726,2316,3.2,10.72,4.4
1886,ST_0016,2024,3,March,Q1,Fresh Produce,Meat & Fish,375423.29,272653.07,102770.23,27.37,934497.0,180870.25,5695.5,9272.7,0,51704.16,51066.07,13.6,462,812,1258,2.72,9.71,4.8
1887,ST_0016,2024,3,March,Q1,Personal Care,Hair Care,225253.98,164327.29,60926.69,27.05,485676.0,108522.15,6336.3,7593.07,0,40362.35,20564.34,9.13,204,1104,847,4.16,13.21,3.8
1888,ST_0016,2024,3,March,Q1,Home Care,Paper Products,150169.32,111900.47,38268.85,25.48,332251.2,72348.1,4056.1,2871.47,0,24272.85,13996.0,9.32,111,1342,352,3.17,14.84,3.9
1889,ST_0016,2024,3,March,Q1,Electronics,Home Appliances,120135.45,96592.3,23543.15,19.6,272039.04,57878.48,3423.36,4068.02,0,16591.99,6951.17,5.79,20,5924,60,3.0,11.86,4.4
1890,ST_0016,2024,3,March,Q1,Fashion,Accessories,105118.52,65791.36,39327.17,37.41,257395.32,50643.67,2210.04,2089.9,0,14461.65,24865.52,23.65,34,3064,85,2.52,8.94,4.8
1891,ST_0016,2024,4,April,Q2,Groceries,Oil & Ghee,413387.13,369110.25,44276.87,10.71,945037.8,253218.35,10482.85,12479.11,0,51622.13,-7345.26,-1.78,400,1032,1610,4.03,13.71,4.6
1892,ST_0016,2024,4,April,Q2,Fresh Produce,Vegetables,295276.52,207715.58,87560.94,29.65,679563.0,180870.25,8963.0,7940.17,0,35865.06,51695.87,17.51,216,1362,903,4.18,9.82,4.4
1893,ST_0016,2024,4,April,Q2,Personal Care,Skin Care,177165.91,120731.88,56434.03,31.85,453470.4,108522.15,7230.0,4809.7,0,23143.93,33290.1,18.79,168,1052,656,3.91,10.25,3.9
1894,ST_0016,2024,4,April,Q2,Home Care,Paper Products,118110.61,88165.68,29944.93,25.35,376498.8,72348.1,4992.4,3650.16,0,14439.2,15505.73,13.13,68,1732,296,4.36,13.81,4.5
1895,ST_0016,2024,4,April,Q2,Electronics,Home Appliances,94488.49,78553.28,15935.21,16.86,270751.68,57878.48,2317.36,2978.1,0,12775.6,3159.61,3.34,21,4453,88,4.22,10.96,3.8
1896,ST_0016,2024,4,April,Q2,Fashion,Accessories,82677.43,47213.93,35463.49,42.89,193997.16,50643.67,1760.01,2587.74,0,13032.27,22431.22,27.13,16,5156,43,2.7,14.29,4.7
1897,ST_0016,2024,5,May,Q2,Groceries,Oil & Ghee,550150.54,471095.52,79055.02,14.37,1119447.0,253218.35,9013.2,10579.09,0,84520.69,-5465.68,-0.99,618,889,2425,3.92,10.71,4.7
1898,ST_0016,2024,5,May,Q2,Fresh Produce,Vegetables,392964.67,280203.0,112761.67,28.7,746145.0,180870.25,8235.0,8660.18,0,53237.31,59524.36,15.15,293,1338,1285,4.39,14.69,4.0
1899,ST_0016,2024,5,May,Q2,Personal Care,Oral Care,235778.8,166121.66,69657.14,29.54,512065.8,108522.15,7125.75,7718.16,0,29613.63,40043.51,16.98,204,1154,721,3.54,10.39,4.6
1900,ST_0016,2024,5,May,Q2,Home Care,Detergents,157185.87,118795.7,38390.17,24.42,342090.0,72348.1,4111.2,4641.38,0,24776.87,13613.31,8.66,156,1003,400,2.57,10.64,3.9
1901,ST_0016,2024,5,May,Q2,Electronics,Home Appliances,125748.69,101764.07,23984.62,19.07,234169.92,57878.48,2942.56,3848.76,0,21141.76,2842.86,2.26,22,5620,86,3.95,10.41,4.5
1902,ST_0016,2024,5,May,Q2,Fashion,Accessories,110030.11,53115.22,56914.89,51.73,233089.92,50643.67,2954.91,3507.21,0,16041.42,40873.47,37.15,26,4189,74,2.85,11.56,4.5
1903,ST_0016,2024,6,June,Q2,Groceries,Dal & Pulses,347083.74,304026.54,43057.2,12.41,1247815.8,253218.35,11272.8,10378.05,0,61613.38,-18556.18,-5.35,256,1352,645,2.52,12.13,4.6
1904,ST_0016,2024,6,June,Q2,Fresh Produce,Meat & Fish,247916.96,198299.16,49617.79,20.01,792180.0,180870.25,6996.25,5745.83,0,38725.27,10892.52,4.39,276,898,1008,3.65,11.44,4.7
1905,ST_0016,2024,6,June,Q2,Personal Care,Hair Care,148750.17,109728.99,39021.18,26.23,516796.2,108522.15,5681.55,5069.16,0,26340.47,12680.71,8.52,133,1111,414,3.12,8.51,3.9
1906,ST_0016,2024,6,June,Q2,Home Care,Paper Products,99166.78,80141.6,19025.18,19.19,290638.8,72348.1,4521.9,3296.13,0,12428.53,6596.65,6.65,72,1362,251,3.49,14.05,3.9
1907,ST_0016,2024,6,June,Q2,Electronics,Home Appliances,79333.43,65637.44,13695.98,17.26,232943.04,57878.48,1703.6,2708.07,0,13243.33,452.65,0.57,29,2663,123,4.27,9.74,4.0
1908,ST_0016,2024,6,June,Q2,Fashion,Footwear,69416.75,36851.84,32564.91,46.91,210236.04,50643.67,1510.88,1160.95,0,10885.82,21679.09,31.23,13,5160,44,3.45,13.34,3.9
1909,ST_0016,2024,7,July,Q3,Groceries,Rice & Grains,314193.83,283663.03,30530.8,9.72,1227139.2,253218.35,10890.6,9439.15,0,39394.52,-8863.73,-2.82,356,881,1136,3.19,8.59,4.0
1910,ST_0016,2024,7,July,Q3,Fresh Produce,Meat & Fish,224424.16,161132.77,63291.4,28.2,698301.0,180870.25,10807.25,7609.82,0,32014.88,31276.51,13.94,226,989,569,2.52,12.93,3.9
1911,ST_0016,2024,7,July,Q3,Personal Care,Skin Care,134654.5,99591.18,35063.31,26.04,458362.8,108522.15,5325.15,3186.31,0,16802.61,18260.7,13.56,127,1057,401,3.16,13.18,4.6
1912,ST_0016,2024,7,July,Q3,Home Care,Cleaning Supplies,89769.67,66311.53,23458.13,26.13,328503.6,72348.1,4393.6,2975.81,0,14765.72,8692.41,9.68,77,1157,318,4.14,10.99,4.2
1913,ST_0016,2024,7,July,Q3,Electronics,Mobile Accessories,71815.73,63153.21,8662.52,12.06,227759.04,57878.48,2450.64,1191.9,0,12407.5,-3744.97,-5.21,21,3407,53,2.56,14.73,4.3
1914,ST_0016,2024,7,July,Q3,Fashion,Clothing,62838.77,35288.12,27550.64,43.84,194186.16,50643.67,1437.73,2003.19,0,7718.31,19832.33,31.56,19,3295,52,2.78,9.66,4.1
1915,ST_0016,2024,8,August,Q3,Groceries,Oil & Ghee,428857.67,364559.09,64298.57,14.99,1154601.0,253218.35,14317.8,7130.65,0,51716.59,12581.98,2.93,482,888,1650,3.42,8.61,4.0
1916,ST_0016,2024,8,August,Q3,Fresh Produce,Meat & Fish,306326.9,234737.44,71589.46,23.37,851310.0,180870.25,8064.5,8430.08,0,41617.56,29971.9,9.78,392,781,1643,4.19,12.13,4.6
1917,ST_0016,2024,8,August,Q3,Personal Care,Skin Care,183796.14,121781.13,62015.01,33.74,405210.6,108522.15,7394.85,4820.88,0,24818.4,37196.61,20.24,148,1239,508,3.43,10.97,4.4
1918,ST_0016,2024,8,August,Q3,Home Care,Cleaning Supplies,122530.76,88390.64,34140.12,27.86,345567.6,72348.1,2064.0,3237.02,0,17260.01,16880.12,13.78,104,1169,321,3.09,14.05,3.9
1919,ST_0016,2024,8,August,Q3,Electronics,Mobile Accessories,98024.61,85716.18,12308.43,12.56,216259.2,57878.48,1972.24,1704.49,0,12831.13,-522.7,-0.53,21,4603,68,3.24,10.88,4.6
1920,ST_0016,2024,8,August,Q3,Fashion,Accessories,85771.53,51262.46,34509.07,40.23,259859.88,50643.67,1767.29,2779.64,0,11374.86,23134.21,26.97,21,4038,67,3.22,11.07,4.2
1921,ST_0017,2023,1,January,Q1,Groceries,Tea & Coffee,321840.85,281019.6,40821.26,12.68,392328.3,160512.45,14705.6,10019.71,0,55360.83,-14539.57,-4.52,372,864,1496,4.02,11.21,3.9
1922,ST_0017,2023,1,January,Q1,Fresh Produce,Vegetables,229886.32,173860.92,56025.41,24.37,313708.5,114651.75,6630.25,4385.91,0,28561.96,27463.45,11.95,190,1208,567,2.99,13.76,4.6
1923,ST_0017,2023,1,January,Q1,Personal Care,Oral Care,137931.79,85830.09,52101.71,37.77,179568.9,68791.05,5870.85,4306.17,0,18909.33,33192.38,24.06,74,1845,216,2.93,9.38,4.1
1924,ST_0017,2023,1,January,Q1,Home Care,Paper Products,91954.53,71549.99,20404.54,22.19,129742.2,45860.7,3454.9,2918.72,0,11221.08,9183.46,9.99,46,1989,139,3.04,13.13,4.1
1925,ST_0017,2023,1,January,Q1,Electronics,Home Appliances,73563.62,60594.16,12969.46,17.63,106508.64,36688.56,3163.36,1128.33,0,12130.31,839.15,1.14,12,5746,53,4.44,8.47,4.5
1926,ST_0017,2023,1,January,Q1,Fashion,Accessories,64368.17,31652.47,32715.7,50.83,91645.68,32102.49,2554.65,1286.83,0,9544.51,23171.19,36.0,17,3753,45,2.7,9.37,3.9
1927,ST_0017,2023,2,February,Q1,Groceries,Spices,254377.67,230280.01,24097.66,9.47,483086.1,160512.45,13568.45,4876.87,0,39883.28,-15785.63,-6.21,170,1496,433,2.55,13.14,4.6
1928,ST_0017,2023,2,February,Q1,Fresh Produce,Dairy Products,181698.34,131180.13,50518.21,27.8,325668.0,114651.75,11391.0,3988.2,0,22836.27,27681.94,15.24,246,737,779,3.17,12.2,4.5
